"feature"	"method"	"group1"	"group2"	"p_values"	"adj_method"	"p_adjust"	"description"
"TRNA-CHARGING-PWY"	"metagenomeSeq"	"Equine+c"	"livestock_exclusion"	"0.224724531704374"	"BH"	0.675719864826684	"tRNA charging"
"TRPSYN-PWY"	"metagenomeSeq"	"Equine+c"	"livestock_exclusion"	"0.964425555303875"	"BH"	1	"L-tryptophan biosynthesis"
"TYRFUMCAT-PWY"	"metagenomeSeq"	"Equine+c"	"livestock_exclusion"	"0.507014336187202"	"BH"	0.885139690604899	"L-tyrosine degradation I"
"UBISYN-PWY"	"metagenomeSeq"	"Equine+c"	"livestock_exclusion"	"0.141875671757073"	"BH"	0.541639503999775	"superpathway of ubiquinol-8 biosynthesis (prokaryotic)"
"UDPNAGSYN-PWY"	"metagenomeSeq"	"Equine+c"	"livestock_exclusion"	"0.345011729067336"	"BH"	0.783632177342986	"UDP-N-acetyl-D-glucosamine biosynthesis I"
"VALDEG-PWY"	"metagenomeSeq"	"Equine+c"	"livestock_exclusion"	"0.938084591755773"	"BH"	0.998839896473099	"L-valine degradation I"
"VALSYN-PWY"	"metagenomeSeq"	"Equine+c"	"livestock_exclusion"	"0.813908133943968"	"BH"	0.978752645090354	"L-valine biosynthesis"
"1CMET2-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.538019008603568"	"BH"	0.89715456662335	"N10-formyl-tetrahydrofolate biosynthesis"
"3-HYDROXYPHENYLACETATE-DEGRADATION-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.678694443237382"	"BH"	0.956356772826494	"4-hydroxyphenylacetate degradation"
"AEROBACTINSYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.642426915560977"	"BH"	0.941370614303549	"aerobactin biosynthesis"
"ALL-CHORISMATE-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.800086733962497"	"BH"	0.976824090356522	"superpathway of chorismate metabolism"
"ANAEROFRUCAT-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.3608213103703"	"BH"	0.795554554146423	"homolactic fermentation"
"ANAGLYCOLYSIS-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.674205995293853"	"BH"	0.95513730260454	"glycolysis III (from glucose)"
"ARG+POLYAMINE-SYN"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.587825604759212"	"BH"	0.926476554391401	"superpathway of arginine and polyamine biosynthesis"
"ARGDEG-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.847937811671892"	"BH"	0.982802555304009	"superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation"
"ARGORNPROST-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.710837823487472"	"BH"	0.961554959099865	"arginine, ornithine and proline interconversion"
"ARGSYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.509727486390964"	"BH"	0.886982658161075	"L-arginine biosynthesis I (via L-ornithine)"
"ARGSYNBSUB-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.562221114125001"	"BH"	0.909911769349018	"L-arginine biosynthesis II (acetyl cycle)"
"ARO-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.677641957658071"	"BH"	0.956356772826494	"chorismate biosynthesis I"
"ASPASN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.435716805879292"	"BH"	0.848084734517251	"superpathway of L-aspartate and L-asparagine biosynthesis"
"AST-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.971017769304875"	"BH"	1	"L-arginine degradation II (AST pathway)"
"BENZCOA-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"3.26336735412269e-11"	"BH"	2.81465434293082e-09	"anaerobic aromatic compound degradation (Thauera aromatica)"
"BIOTIN-BIOSYNTHESIS-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.319202972150523"	"BH"	0.760151208165192	"biotin biosynthesis I"
"BRANCHED-CHAIN-AA-SYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.771994425525663"	"BH"	0.970908903824047	"superpathway of branched amino acid biosynthesis"
"CALVIN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.62952340302929"	"BH"	0.936542406606487	"Calvin-Benson-Bassham cycle"
"CATECHOL-ORTHO-CLEAVAGE-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.821806451352758"	"BH"	0.979302035874782	"catechol degradation to &beta;-ketoadipate"
"CENTBENZCOA-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"1.4294953241123e-06"	"BH"	5.96837060481282e-05	"benzoyl-CoA degradation II (anaerobic)"
"CENTFERM-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.700551651176261"	"BH"	0.961554959099865	"pyruvate fermentation to butanoate"
"CHLOROPHYLL-SYN"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.76183794141076"	"BH"	0.970908903824047	"chlorophyllide a biosynthesis I (aerobic, light-dependent)"
"COA-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.812466263321368"	"BH"	0.978752645090354	"coenzyme A biosynthesis I"
"COBALSYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0662596494558942"	"BH"	0.381729656353171	"adenosylcobalamin salvage from cobinamide I"
"CODH-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.228630905617492"	"BH"	0.678133749467267	"reductive acetyl coenzyme A pathway"
"COLANSYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.290823616214718"	"BH"	0.737694894069078	"colanic acid building blocks biosynthesis"
"COMPLETE-ARO-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.681538409267941"	"BH"	0.9582763347815	"superpathway of aromatic amino acid biosynthesis"
"CRNFORCAT-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"8.30990397071574e-06"	"BH"	0.000299193665619368	"creatinine degradation I"
"DAPLYSINESYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.425021050454178"	"BH"	0.843599688133449	"L-lysine biosynthesis I"
"DENITRIFICATION-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.00431597791542493"	"BH"	0.0620421825342334	"nitrate reduction I (denitrification)"
"DENOVOPURINE2-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.531757097366196"	"BH"	0.895846246463891	"superpathway of purine nucleotides de novo biosynthesis II"
"DHGLUCONATE-PYR-CAT-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.139426283590895"	"BH"	0.539578023456799	"glucose degradation (oxidative)"
"DTDPRHAMSYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.673450388356852"	"BH"	0.954947477564821	"dTDP-L-rhamnose biosynthesis I"
"ECASYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.956049943820086"	"BH"	1	"enterobacterial common antigen biosynthesis"
"ENTBACSYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.393217197240968"	"BH"	0.823749326969025	"enterobactin biosynthesis"
"FAO-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.81302140803726"	"BH"	0.978752645090354	"fatty acid &beta;-oxidation I"
"FASYN-ELONG-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.645893146940234"	"BH"	0.942423093265942	"fatty acid elongation -- saturated"
"FASYN-INITIAL-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0276685861324975"	"BH"	0.234822403014726	"superpathway of fatty acid biosynthesis initiation (E. coli)"
"FERMENTATION-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.194334189048877"	"BH"	0.634392733673002	"mixed acid fermentation"
"FOLSYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.999283001284008"	"BH"	1	"superpathway of tetrahydrofolate biosynthesis and salvage"
"FUC-RHAMCAT-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.232830416158472"	"BH"	0.681949677354238	"superpathway of fucose and rhamnose degradation"
"FUCCAT-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.00854231750580259"	"BH"	0.104253721240735	"fucose degradation"
"GALACT-GLUCUROCAT-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0250683524246293"	"BH"	0.222833751933874	"superpathway of hexuronide and hexuronate degradation"
"GALACTARDEG-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.42819906898663"	"BH"	0.843599688133449	"D-galactarate degradation I"
"GALACTUROCAT-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0177944051961889"	"BH"	0.175931110197614	"D-galacturonate degradation I"
"GALLATE-DEGRADATION-I-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.413278735597727"	"BH"	0.83612410859355	"gallate degradation II"
"GALLATE-DEGRADATION-II-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.869956879747548"	"BH"	0.987727296224704	"gallate degradation I"
"GLCMANNANAUT-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.51133079357598"	"BH"	0.888593147372892	"superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation"
"GLUCARDEG-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.446027795108312"	"BH"	0.850658189390452	"D-glucarate degradation I"
"GLUCARGALACTSUPER-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.42819906898663"	"BH"	0.843599688133449	"superpathway of D-glucarate and D-galactarate degradation"
"GLUCONEO-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.372088817388772"	"BH"	0.8049644217767	"gluconeogenesis I"
"GLUCOSE1PMETAB-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.342072608882641"	"BH"	0.781284303562966	"glucose and glucose-1-phosphate degradation"
"GLUCUROCAT-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.250247965780771"	"BH"	0.696036443923124	"superpathway of &beta;-D-glucuronide and D-glucuronate degradation"
"GLUTORN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.791396180815777"	"BH"	0.97492989386345	"L-ornithine biosynthesis"
"GLYCOCAT-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.328513511688841"	"BH"	0.765519398905209	"glycogen degradation I (bacterial)"
"GLYCOGENSYNTH-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.820604024353028"	"BH"	0.979302035874782	"glycogen biosynthesis I (from ADP-D-Glucose)"
"GLYCOL-GLYOXDEG-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.199880101124829"	"BH"	0.643430934264036	"superpathway of glycol metabolism and degradation"
"GLYCOLYSIS"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.412832669476858"	"BH"	0.835995720859068	"glycolysis I (from glucose 6-phosphate)"
"GLYCOLYSIS-E-D"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.636270438712695"	"BH"	0.939689965151841	"superpathway of glycolysis and Entner-Doudoroff"
"GLYCOLYSIS-TCA-GLYOX-BYPASS"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.588215353224599"	"BH"	0.926640624942861	"superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass"
"GLYOXYLATE-BYPASS"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.122905861684636"	"BH"	0.511698615479651	"glyoxylate cycle"
"GOLPDLCAT-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.872377349720021"	"BH"	0.987727296224704	"superpathway of glycerol degradation to 1,3-propanediol"
"HCAMHPDEG-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0232023811064417"	"BH"	0.211826752301846	"3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate"
"HEME-BIOSYNTHESIS-II"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.350151661021388"	"BH"	0.787120760629355	"heme biosynthesis I (aerobic)"
"HEMESYN2-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.957157994506587"	"BH"	1	"heme biosynthesis II (anaerobic)"
"HEXITOLDEGSUPER-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.023969082308211"	"BH"	0.217012892997684	"superpathway of hexitol degradation (bacteria)"
"HISDEG-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.776355651430891"	"BH"	0.970908903824047	"L-histidine degradation I"
"HISTSYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.525079106210827"	"BH"	0.893267681733962	"L-histidine biosynthesis"
"HOMOSER-METSYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.794224944210003"	"BH"	0.975393248892262	"L-methionine biosynthesis I"
"HSERMETANA-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.641418686146128"	"BH"	0.941235613988777	"L-methionine biosynthesis III"
"ILEUSYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.912111662047929"	"BH"	0.992091109723595	"L-isoleucine biosynthesis I (from threonine)"
"KDO-NAGLIPASYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0418418696817753"	"BH"	0.302063277273169	"superpathway of (Kdo)2-lipid A biosynthesis"
"KETOGLUCONMET-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.814911585874797"	"BH"	0.979302035874782	"ketogluconate metabolism"
"LACTOSECAT-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.179889683164703"	"BH"	0.610330017515849	"lactose and galactose degradation I"
"LEU-DEG2-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.190842727360012"	"BH"	0.627054675611468	"L-leucine degradation I"
"LIPASYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.437531140546104"	"BH"	0.848274660242446	"phospholipases"
"LPSSYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.459339405269561"	"BH"	0.85569264063765	"superpathway of lipopolysaccharide biosynthesis"
"MET-SAM-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.888229362500058"	"BH"	0.988519174261056	"superpathway of S-adenosyl-L-methionine biosynthesis"
"METH-ACETATE-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.142937391073307"	"BH"	0.544741045631121	"methanogenesis from acetate"
"METHANOGENESIS-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.678308357835673"	"BH"	0.956356772826494	"methanogenesis from H2 and CO2"
"METHGLYUT-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.596694742274124"	"BH"	0.928737404197551	"superpathway of methylglyoxal degradation"
"METHYLGALLATE-DEGRADATION-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.414013142369639"	"BH"	0.836835075002462	"methylgallate degradation"
"NAD-BIOSYNTHESIS-II"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.000145701468861059"	"BH"	0.00376013042670961	"NAD salvage pathway II"
"NADSYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.780257917880308"	"BH"	0.9731641159261	"NAD biosynthesis II (from tryptophan)"
"NAGLIPASYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0672467006425261"	"BH"	0.382885984164818	"lipid IVA biosynthesis"
"NONMEVIPP-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.604826310572327"	"BH"	0.932174725000629	"methylerythritol phosphate pathway I"
"NONOXIPENT-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.557786684704473"	"BH"	0.907718897278506	"pentose phosphate pathway (non-oxidative branch)"
"OANTIGEN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.583429641335768"	"BH"	0.923940780103642	"O-antigen building blocks biosynthesis (E. coli)"
"ORNARGDEG-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.847937811671892"	"BH"	0.982802555304009	"superpathway of L-arginine and L-ornithine degradation"
"ORNDEG-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.960666301752717"	"BH"	1	"superpathway of ornithine degradation"
"P101-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.289054243533367"	"BH"	0.737103190187855	"ectoine biosynthesis"
"P105-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.728793229965647"	"BH"	0.964125049934373	"TCA cycle IV (2-oxoglutarate decarboxylase)"
"P108-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.703331682937009"	"BH"	0.961554959099865	"pyruvate fermentation to propanoate I"
"P122-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.108084630237888"	"BH"	0.487944043532614	"heterolactic fermentation"
"P124-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.00435569135554426"	"BH"	0.0624760543448416	"Bifidobacterium shunt"
"P125-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.799385854596721"	"BH"	0.976692260268482	"superpathway of (R,R)-butanediol biosynthesis"
"P161-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.295625199660503"	"BH"	0.740107566893267	"acetylene degradation"
"P162-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.00861639713542939"	"BH"	0.104293225426272	"L-glutamate degradation V (via hydroxyglutarate)"
"P163-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.341582480005834"	"BH"	0.781253718226881	"L-lysine fermentation to acetate and butanoate"
"P164-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.19075768259545"	"BH"	0.627054675611468	"purine nucleobases degradation I (anaerobic)"
"P184-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0163988145578082"	"BH"	0.165886156522273	"protocatechuate degradation I (meta-cleavage pathway)"
"P221-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.895266760971295"	"BH"	0.989408256828831	"octane oxidation"
"P23-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.543800369893778"	"BH"	0.900381769298741	"reductive TCA cycle I"
"P241-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.946733710933773"	"BH"	1	"coenzyme B biosynthesis"
"P261-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.234681646722241"	"BH"	0.683361465266074	"coenzyme M biosynthesis I"
"P281-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.760437375758338"	"BH"	0.970908903824047	"3-phenylpropanoate degradation"
"P341-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.690799659627268"	"BH"	0.961149626658825	"glycolysis V (Pyrococcus)"
"P381-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.419415621458017"	"BH"	0.839727977598443	"adenosylcobalamin biosynthesis II (late cobalt incorporation)"
"P4-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.880181823507914"	"BH"	0.988519174261056	"superpathway of L-lysine, L-threonine and L-methionine biosynthesis I"
"P42-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.517974519037999"	"BH"	0.892279541378989	"incomplete reductive TCA cycle"
"P441-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.584238313005075"	"BH"	0.924212676699948	"superpathway of N-acetylneuraminate degradation"
"P461-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.000217760134494149"	"BH"	0.00526453793525056	"hexitol fermentation to lactate, formate, ethanol and acetate"
"P562-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0345680641696087"	"BH"	0.268555143542191	"myo-inositol degradation I"
"P621-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.648653025077532"	"BH"	0.942423093265942	"nylon-6 oligomer degradation"
"PANTO-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.370956264024369"	"BH"	0.80330965004286	"phosphopantothenate biosynthesis I"
"PANTOSYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.595503592487739"	"BH"	0.928737404197551	"pantothenate and coenzyme A biosynthesis I"
"PENTOSE-P-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.996353146957227"	"BH"	1	"pentose phosphate pathway"
"PEPTIDOGLYCANSYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.550379760640791"	"BH"	0.903742317384866	"peptidoglycan biosynthesis I (meso-diaminopimelate containing)"
"PHOSLIPSYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.680225398406177"	"BH"	0.957204402002081	"superpathway of phospholipid biosynthesis I (bacteria)"
"POLYAMINSYN3-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.894091346415968"	"BH"	0.989408256828831	"superpathway of polyamine biosynthesis II"
"POLYAMSYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.590865377941181"	"BH"	0.927868090113671	"superpathway of polyamine biosynthesis I"
"POLYISOPRENSYN-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.929969845534565"	"BH"	0.997170010735753	"polyisoprenoid biosynthesis (E. coli)"
"PPGPPMET-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.801997198294417"	"BH"	0.977881628500726	"ppGpp biosynthesis"
"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.282617340215758"	"BH"	0.735658294792733	"protocatechuate degradation II (ortho-cleavage pathway)"
"PRPP-PWY"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.53324526215133"	"BH"	0.895846246463891	"superpathway of histidine, purine, and pyrimidine biosynthesis"
"PWY-1269"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0836646891844444"	"BH"	0.4254631789015	"CMP-3-deoxy-D-manno-octulosonate biosynthesis I"
"PWY-1361"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.492052771189001"	"BH"	0.878289795916251	"benzoyl-CoA degradation I (aerobic)"
"PWY-1422"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.887954135885079"	"BH"	0.988519174261056	"vitamin E biosynthesis (tocopherols)"
"PWY-1501"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.284546052636067"	"BH"	0.736271057259206	"mandelate degradation I"
"PWY-1541"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.768638734006356"	"BH"	0.970908903824047	"superpathway of taurine degradation"
"PWY-1622"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.3090343258677"	"BH"	0.754176484410799	"formaldehyde assimilation I (serine pathway)"
"PWY-181"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.280334025737313"	"BH"	0.732713923421479	"photorespiration"
"PWY-1861"	"metagenomeSeq"	"Equine+c"	"Ovine"	"3.11014070015769e-05"	"BH"	0.000966207217513443	"formaldehyde assimilation II (RuMP Cycle)"
"PWY-1882"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.836595538945984"	"BH"	0.97959556342284	"superpathway of C1 compounds oxidation to CO2"
"PWY-2221"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.300052593541695"	"BH"	0.744397687863149	"Entner-Doudoroff pathway III (semi-phosphorylative)"
"PWY-2941"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.011366275130436"	"BH"	0.125854617364878	"L-lysine biosynthesis II"
"PWY-2942"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.839494329460313"	"BH"	0.980747222908396	"L-lysine biosynthesis III"
"PWY-3001"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.978288661685535"	"BH"	1	"superpathway of L-isoleucine biosynthesis I"
"PWY-3081"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0926238030399225"	"BH"	0.450073409137652	"L-lysine biosynthesis V"
"PWY-3661"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.482602234963434"	"BH"	0.869503236613971	"glycine betaine degradation I"
"PWY-3781"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.628504213050919"	"BH"	0.936053527759346	"aerobic respiration I (cytochrome c)"
"PWY-3801"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.04054507555488"	"BH"	0.296621618596248	"sucrose degradation II (sucrose synthase)"
"PWY-3941"	"metagenomeSeq"	"Equine+c"	"Ovine"	"4.42207115369797e-09"	"BH"	2.84183102083237e-07	"&beta;-alanine biosynthesis II"
"PWY-4361"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.00789395063176324"	"BH"	0.098374232682905	"S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation"
"PWY-4722"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.578630855983814"	"BH"	0.920553300573302	"creatinine degradation II"
"PWY-4984"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.633867440525126"	"BH"	0.938771141582061	"urea cycle"
"PWY-5005"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.74440099716805"	"BH"	0.969263183993328	"biotin biosynthesis II"
"PWY-5022"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0429410660752041"	"BH"	0.306769040377823	"4-aminobutanoate degradation V"
"PWY-5028"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.430595796025326"	"BH"	0.845483513317129	"L-histidine degradation II"
"PWY-5088"	"metagenomeSeq"	"Equine+c"	"Ovine"	"3.17818641313306e-05"	"BH"	0.000982689242362604	"L-glutamate degradation VIII (to propanoate)"
"PWY-5097"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.893372250262259"	"BH"	0.989408256828831	"L-lysine biosynthesis VI"
"PWY-5100"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.793408711651964"	"BH"	0.975392742850455	"pyruvate fermentation to acetate and lactate II"
"PWY-5101"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.879177408701731"	"BH"	0.988519174261056	"L-isoleucine biosynthesis II"
"PWY-5103"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.752998006388472"	"BH"	0.970646559454354	"L-isoleucine biosynthesis III"
"PWY-5104"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.402387926564829"	"BH"	0.827689552066321	"L-isoleucine biosynthesis IV"
"PWY-5121"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.47138504997283"	"BH"	0.861500605301183	"superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)"
"PWY-5154"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.755343925012185"	"BH"	0.970646559454354	"L-arginine biosynthesis III (via N-acetyl-L-citrulline)"
"PWY-5177"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.00777214816011007"	"BH"	0.0974119143203088	"glutaryl-CoA degradation"
"PWY-5178"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.928030224974992"	"BH"	0.996761940801421	"toluene degradation IV (aerobic) (via catechol)"
"PWY-5180"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0838869537985298"	"BH"	0.425932596552566	"toluene degradation I (aerobic) (via o-cresol)"
"PWY-5181"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.234771932841983"	"BH"	0.683361465266074	"toluene degradation III (aerobic) (via p-cresol)"
"PWY-5182"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0838869537985298"	"BH"	0.425932596552566	"toluene degradation II (aerobic) (via 4-methylcatechol)"
